city,date,card_type,exp_type,gender,amount,month,customer_id,customer_segment
"Delhi, India",2014-05-09,Signature,Bills,F,156566,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2014-05-09,Platinum,Fuel,F,260232,2014-05,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Delhi, India",2014-05-10,Gold,Bills,F,253231,2014-05,"Delhi, India_Gold_F",High-Value Customers
"Rajagangapur, India",2014-05-10,Signature,Bills,F,42953,2014-05,"Rajagangapur, India_Signature_F",Inactive Customers
"Delhi, India",2014-05-10,Gold,Bills,F,120543,2014-05,"Delhi, India_Gold_F",High-Value Customers
"Bengaluru, India",2014-05-10,Signature,Food,F,183197,2014-05,"Bengaluru, India_Signature_F",High-Value Customers
"Delhi, India",2014-05-10,Silver,Entertainment,M,62155,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Paschim Punropara, India",2014-05-10,Signature,Grocery,M,197826,2014-05,"Paschim Punropara, India_Signature_M",Regular Customers
"Bengaluru, India",2014-05-10,Gold,Fuel,M,76781,2014-05,"Bengaluru, India_Gold_M",High-Value Customers
"Jaipur, India",2014-05-10,Platinum,Food,F,34422,2014-05,"Jaipur, India_Platinum_F",Regular Customers
"Ahmedabad, India",2014-05-10,Platinum,Food,F,27562,2014-05,"Ahmedabad, India_Platinum_F",High-Value Customers
"Sujangarh, India",2014-05-10,Signature,Entertainment,F,293458,2014-05,"Sujangarh, India_Signature_F",Regular Customers
"Delhi, India",2014-05-10,Silver,Grocery,F,104713,2014-05,"Delhi, India_Silver_F",High-Value Customers
"Surat, India",2014-05-10,Gold,Food,F,286390,2014-05,"Surat, India_Gold_F",Regular Customers
"Surat, India",2014-05-10,Gold,Bills,M,169780,2014-05,"Surat, India_Gold_M",Regular Customers
"Bengaluru, India",2014-05-10,Signature,Entertainment,F,3419,2014-05,"Bengaluru, India_Signature_F",High-Value Customers
"Lucknow, India",2014-05-10,Silver,Food,F,286811,2014-05,"Lucknow, India_Silver_F",Regular Customers
"Bengaluru, India",2014-05-10,Signature,Fuel,F,285055,2014-05,"Bengaluru, India_Signature_F",High-Value Customers
"Bengaluru, India",2014-05-10,Silver,Grocery,F,15157,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Delhi, India",2014-05-10,Silver,Fuel,M,35876,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Kolkata, India",2014-05-10,Signature,Food,M,67360,2014-05,"Kolkata, India_Signature_M",Regular Customers
"Surat, India",2014-05-10,Signature,Grocery,F,84213,2014-05,"Surat, India_Signature_F",Regular Customers
"Jaipur, India",2014-05-10,Signature,Bills,M,141827,2014-05,"Jaipur, India_Signature_M",Regular Customers
"Sagara, India",2014-05-10,Gold,Entertainment,M,185256,2014-05,"Sagara, India_Gold_M",Regular Customers
"Bengaluru, India",2014-05-10,Silver,Bills,M,70587,2014-05,"Bengaluru, India_Silver_M",High-Value Customers
"Bengaluru, India",2014-05-10,Silver,Entertainment,F,264985,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Ahmedabad, India",2014-05-10,Silver,Food,F,122437,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Kapadvanj, India",2014-05-10,Silver,Food,M,48533,2014-05,"Kapadvanj, India_Silver_M",Inactive Customers
"Pakaur, India",2014-05-10,Gold,Entertainment,F,141621,2014-05,"Pakaur, India_Gold_F",Inactive Customers
"Pune, India",2014-05-10,Silver,Bills,M,38793,2014-05,"Pune, India_Silver_M",Regular Customers
"Delhi, India",2014-05-10,Silver,Food,F,5397,2014-05,"Delhi, India_Silver_F",High-Value Customers
"Naugawan Sadat, India",2014-05-10,Platinum,Entertainment,F,169832,2014-05,"Naugawan Sadat, India_Platinum_F",Inactive Customers
"Delhi, India",2014-05-10,Gold,Fuel,M,126162,2014-05,"Delhi, India_Gold_M",High-Value Customers
"Greater Mumbai, India",2014-05-10,Platinum,Food,M,291612,2014-05,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Lucknow, India",2014-05-10,Signature,Bills,M,146071,2014-05,"Lucknow, India_Signature_M",Regular Customers
"Phulabani, India",2014-05-10,Gold,Entertainment,F,297048,2014-05,"Phulabani, India_Gold_F",Regular Customers
"Bengaluru, India",2014-05-10,Signature,Grocery,F,13854,2014-05,"Bengaluru, India_Signature_F",High-Value Customers
"Itarsi, India",2014-05-10,Platinum,Fuel,M,64561,2014-05,"Itarsi, India_Platinum_M",Inactive Customers
"Pune, India",2014-05-10,Gold,Travel,F,145059,2014-05,"Pune, India_Gold_F",Regular Customers
"Kolkata, India",2014-05-10,Gold,Bills,M,122623,2014-05,"Kolkata, India_Gold_M",Regular Customers
"Pune, India",2014-05-10,Gold,Grocery,M,238692,2014-05,"Pune, India_Gold_M",Regular Customers
"Pune, India",2014-05-10,Signature,Grocery,M,113699,2014-05,"Pune, India_Signature_M",Regular Customers
"Surat, India",2014-05-10,Signature,Entertainment,M,185079,2014-05,"Surat, India_Signature_M",Regular Customers
"Delhi, India",2014-05-10,Silver,Food,M,16790,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Delhi, India",2014-05-10,Silver,Entertainment,M,72733,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Chennai, India",2014-05-10,Gold,Entertainment,M,18471,2014-05,"Chennai, India_Gold_M",Regular Customers
"Delhi, India",2014-05-10,Gold,Entertainment,M,143158,2014-05,"Delhi, India_Gold_M",High-Value Customers
"Greater Mumbai, India",2014-05-10,Silver,Food,F,262727,2014-05,"Greater Mumbai, India_Silver_F",High-Value Customers
"Surat, India",2014-05-10,Signature,Fuel,M,198536,2014-05,"Surat, India_Signature_M",Regular Customers
"Naidupet, India",2014-05-10,Platinum,Entertainment,F,93227,2014-05,"Naidupet, India_Platinum_F",Regular Customers
"Ahmedabad, India",2014-05-10,Signature,Grocery,M,259530,2014-05,"Ahmedabad, India_Signature_M",High-Value Customers
"Jaipur, India",2014-05-10,Platinum,Fuel,F,171941,2014-05,"Jaipur, India_Platinum_F",Regular Customers
"Bengaluru, India",2014-05-10,Signature,Bills,F,640653,2014-05,"Bengaluru, India_Signature_F",High-Value Customers
"Korba, India",2014-05-10,Silver,Fuel,F,198254,2014-05,"Korba, India_Silver_F",Regular Customers
"Hyderabad, India",2014-05-10,Gold,Bills,M,119284,2014-05,"Hyderabad, India_Gold_M",Regular Customers
"Kolkata, India",2014-05-10,Silver,Bills,M,17782,2014-05,"Kolkata, India_Silver_M",Regular Customers
"Greater Mumbai, India",2014-05-10,Gold,Fuel,M,181645,2014-05,"Greater Mumbai, India_Gold_M",High-Value Customers
"Kolkata, India",2014-05-11,Platinum,Bills,F,261860,2014-05,"Kolkata, India_Platinum_F",Regular Customers
"Delhi, India",2014-05-11,Signature,Bills,F,919877,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Delhi, India",2014-05-11,Silver,Fuel,F,223183,2014-05,"Delhi, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2014-05-11,Silver,Bills,F,21018,2014-05,"Greater Mumbai, India_Silver_F",High-Value Customers
"Arakkonam, India",2014-05-11,Silver,Food,F,18789,2014-05,"Arakkonam, India_Silver_F",Regular Customers
"Bengaluru, India",2014-05-11,Gold,Grocery,M,180666,2014-05,"Bengaluru, India_Gold_M",High-Value Customers
"Greater Mumbai, India",2014-05-11,Platinum,Fuel,M,194107,2014-05,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2014-05-11,Signature,Fuel,F,102672,2014-05,"Ahmedabad, India_Signature_F",High-Value Customers
"Chennai, India",2014-05-11,Signature,Entertainment,M,201783,2014-05,"Chennai, India_Signature_M",Regular Customers
"Jamshedpur, India",2014-05-11,Signature,Food,M,237534,2014-05,"Jamshedpur, India_Signature_M",Regular Customers
"Kanpur, India",2014-05-11,Silver,Bills,F,184460,2014-05,"Kanpur, India_Silver_F",Regular Customers
"Lucknow, India",2014-05-11,Gold,Entertainment,F,10606,2014-05,"Lucknow, India_Gold_F",Regular Customers
"Delhi, India",2014-05-11,Signature,Food,F,200092,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Sholingur, India",2014-05-11,Gold,Food,F,40038,2014-05,"Sholingur, India_Gold_F",Regular Customers
"Jaipur, India",2014-05-11,Platinum,Food,F,59976,2014-05,"Jaipur, India_Platinum_F",Regular Customers
"Jamnagar, India",2014-05-11,Gold,Food,F,275614,2014-05,"Jamnagar, India_Gold_F",Regular Customers
"Hyderabad, India",2014-05-11,Signature,Fuel,M,241558,2014-05,"Hyderabad, India_Signature_M",Regular Customers
"Delhi, India",2014-05-11,Gold,Fuel,M,139841,2014-05,"Delhi, India_Gold_M",High-Value Customers
"Delhi, India",2014-05-11,Gold,Bills,M,171860,2014-05,"Delhi, India_Gold_M",High-Value Customers
"Viramgam, India",2014-05-11,Silver,Bills,M,240489,2014-05,"Viramgam, India_Silver_M",Regular Customers
"Kalyan-Dombivali, India",2014-05-11,Gold,Entertainment,F,132200,2014-05,"Kalyan-Dombivali, India_Gold_F",Inactive Customers
"Bengaluru, India",2014-05-11,Signature,Food,F,218630,2014-05,"Bengaluru, India_Signature_F",High-Value Customers
"Chennai, India",2014-05-11,Gold,Grocery,F,289555,2014-05,"Chennai, India_Gold_F",Regular Customers
"Ahmedabad, India",2014-05-11,Silver,Bills,F,45947,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Delhi, India",2014-05-11,Gold,Bills,F,478861,2014-05,"Delhi, India_Gold_F",High-Value Customers
"Kolkata, India",2014-05-11,Signature,Grocery,F,237137,2014-05,"Kolkata, India_Signature_F",Regular Customers
"Pune, India",2014-05-11,Gold,Travel,M,128964,2014-05,"Pune, India_Gold_M",Regular Customers
"Bengaluru, India",2014-05-11,Platinum,Grocery,M,55810,2014-05,"Bengaluru, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2014-05-11,Signature,Entertainment,M,288843,2014-05,"Ahmedabad, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2014-05-11,Platinum,Grocery,F,226759,2014-05,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Lucknow, India",2014-05-11,Gold,Grocery,F,113180,2014-05,"Lucknow, India_Gold_F",Regular Customers
"Bengaluru, India",2014-05-11,Gold,Food,F,102929,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Bengaluru, India",2014-05-11,Silver,Bills,F,5432,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2014-05-11,Platinum,Food,F,220832,2014-05,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Yellandu, India",2014-05-11,Platinum,Bills,F,243299,2014-05,"Yellandu, India_Platinum_F",Regular Customers
"Palacole, India",2014-05-11,Signature,Entertainment,M,28466,2014-05,"Palacole, India_Signature_M",Inactive Customers
"Mangrol, India",2014-05-11,Platinum,Entertainment,M,90232,2014-05,"Mangrol, India_Platinum_M",Inactive Customers
"Bengaluru, India",2014-05-11,Silver,Food,F,125906,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Kanpur, India",2014-05-12,Gold,Travel,M,41484,2014-05,"Kanpur, India_Gold_M",Regular Customers
"Bengaluru, India",2014-05-12,Silver,Food,F,39000,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Arrah, India",2014-05-12,Silver,Entertainment,M,62392,2014-05,"Arrah, India_Silver_M",Inactive Customers
"Hyderabad, India",2014-05-12,Signature,Bills,M,295601,2014-05,"Hyderabad, India_Signature_M",Regular Customers
"Bengaluru, India",2014-05-12,Silver,Bills,F,686619,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Manjlegaon, India",2014-05-12,Silver,Bills,M,174529,2014-05,"Manjlegaon, India_Silver_M",Inactive Customers
"Sankarankoil, India",2014-05-12,Silver,Entertainment,M,87960,2014-05,"Sankarankoil, India_Silver_M",Inactive Customers
"Delhi, India",2014-05-12,Silver,Bills,F,57309,2014-05,"Delhi, India_Silver_F",High-Value Customers
"Pune, India",2014-05-12,Signature,Fuel,F,9272,2014-05,"Pune, India_Signature_F",Regular Customers
"Ahmedabad, India",2014-05-12,Signature,Bills,M,280494,2014-05,"Ahmedabad, India_Signature_M",High-Value Customers
"Hyderabad, India",2014-05-12,Platinum,Entertainment,M,234416,2014-05,"Hyderabad, India_Platinum_M",Regular Customers
"Hyderabad, India",2014-05-12,Signature,Travel,F,186492,2014-05,"Hyderabad, India_Signature_F",Regular Customers
"Greater Mumbai, India",2014-05-12,Signature,Food,M,226911,2014-05,"Greater Mumbai, India_Signature_M",High-Value Customers
"Ahmedabad, India",2014-05-12,Silver,Fuel,F,144090,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Delhi, India",2014-05-12,Signature,Food,F,281324,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Delhi, India",2014-05-12,Platinum,Bills,F,36549,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2014-05-12,Silver,Food,F,33363,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Ahmedabad, India",2014-05-12,Gold,Grocery,F,94856,2014-05,"Ahmedabad, India_Gold_F",High-Value Customers
"Asansol, India",2014-05-12,Platinum,Fuel,F,101357,2014-05,"Asansol, India_Platinum_F",Inactive Customers
"Pune, India",2014-05-12,Silver,Food,F,81901,2014-05,"Pune, India_Silver_F",Regular Customers
"Greater Mumbai, India",2014-05-12,Signature,Fuel,M,113941,2014-05,"Greater Mumbai, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2014-05-12,Platinum,Food,F,292219,2014-05,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Chennai, India",2014-05-12,Gold,Food,F,127726,2014-05,"Chennai, India_Gold_F",Regular Customers
"Greater Mumbai, India",2014-05-12,Gold,Grocery,F,126411,2014-05,"Greater Mumbai, India_Gold_F",High-Value Customers
"Delhi, India",2014-05-12,Signature,Fuel,F,114333,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Jaipur, India",2014-05-12,Silver,Fuel,M,170413,2014-05,"Jaipur, India_Silver_M",Regular Customers
"Delhi, India",2014-05-12,Platinum,Fuel,M,262129,2014-05,"Delhi, India_Platinum_M",High-Value Customers
"Palacole, India",2014-05-12,Platinum,Food,M,175386,2014-05,"Palacole, India_Platinum_M",Inactive Customers
"Sherkot, India",2014-05-12,Gold,Food,M,228387,2014-05,"Sherkot, India_Gold_M",Regular Customers
"Ahmedabad, India",2014-05-12,Platinum,Fuel,M,294969,2014-05,"Ahmedabad, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2014-05-12,Silver,Entertainment,M,129288,2014-05,"Ahmedabad, India_Silver_M",High-Value Customers
"Surat, India",2014-05-12,Silver,Fuel,M,172744,2014-05,"Surat, India_Silver_M",Regular Customers
"Jaipur, India",2014-05-12,Platinum,Travel,M,176432,2014-05,"Jaipur, India_Platinum_M",Regular Customers
"Bengaluru, India",2014-05-12,Platinum,Entertainment,F,62339,2014-05,"Bengaluru, India_Platinum_F",High-Value Customers
"Manendragarh, India",2014-05-12,Gold,Entertainment,M,242357,2014-05,"Manendragarh, India_Gold_M",Regular Customers
"Bengaluru, India",2014-05-12,Gold,Grocery,M,116165,2014-05,"Bengaluru, India_Gold_M",High-Value Customers
"Bengaluru, India",2014-05-12,Platinum,Grocery,F,176203,2014-05,"Bengaluru, India_Platinum_F",High-Value Customers
"Greater Mumbai, India",2014-05-12,Signature,Fuel,F,261715,2014-05,"Greater Mumbai, India_Signature_F",High-Value Customers
"Bhuj, India",2014-05-12,Signature,Fuel,F,22481,2014-05,"Bhuj, India_Signature_F",Inactive Customers
"Ahmedabad, India",2014-05-12,Silver,Entertainment,F,59565,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Ahmedabad, India",2014-05-12,Platinum,Entertainment,F,7460,2014-05,"Ahmedabad, India_Platinum_F",High-Value Customers
"Pune, India",2014-05-12,Silver,Fuel,F,8589,2014-05,"Pune, India_Silver_F",Regular Customers
"Nedumangad, India",2014-05-12,Silver,Bills,M,52136,2014-05,"Nedumangad, India_Silver_M",Regular Customers
"Greater Mumbai, India",2014-05-12,Platinum,Grocery,M,227751,2014-05,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Bengaluru, India",2014-05-12,Gold,Grocery,M,101042,2014-05,"Bengaluru, India_Gold_M",High-Value Customers
"Ahmedabad, India",2014-05-13,Platinum,Fuel,F,150474,2014-05,"Ahmedabad, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2014-05-13,Gold,Entertainment,M,145010,2014-05,"Ahmedabad, India_Gold_M",High-Value Customers
"Pune, India",2014-05-13,Gold,Grocery,F,48156,2014-05,"Pune, India_Gold_F",Regular Customers
"Naila Janjgir, India",2014-05-13,Signature,Entertainment,M,53664,2014-05,"Naila Janjgir, India_Signature_M",Inactive Customers
"Bhadrak, India",2014-05-13,Signature,Bills,M,175773,2014-05,"Bhadrak, India_Signature_M",Regular Customers
"Greater Mumbai, India",2014-05-13,Gold,Fuel,F,153563,2014-05,"Greater Mumbai, India_Gold_F",High-Value Customers
"Delhi, India",2014-05-13,Signature,Fuel,M,181644,2014-05,"Delhi, India_Signature_M",High-Value Customers
"Chennai, India",2014-05-13,Signature,Travel,M,120885,2014-05,"Chennai, India_Signature_M",Regular Customers
"Kanpur, India",2014-05-13,Signature,Grocery,F,253526,2014-05,"Kanpur, India_Signature_F",Regular Customers
"Greater Mumbai, India",2014-05-13,Gold,Entertainment,F,214912,2014-05,"Greater Mumbai, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2014-05-13,Silver,Entertainment,M,97627,2014-05,"Greater Mumbai, India_Silver_M",High-Value Customers
"Bengaluru, India",2014-05-13,Silver,Food,M,281654,2014-05,"Bengaluru, India_Silver_M",High-Value Customers
"Delhi, India",2014-05-13,Gold,Bills,M,273393,2014-05,"Delhi, India_Gold_M",High-Value Customers
"Lucknow, India",2014-05-13,Platinum,Grocery,M,46727,2014-05,"Lucknow, India_Platinum_M",Regular Customers
"Delhi, India",2014-05-13,Signature,Grocery,M,56628,2014-05,"Delhi, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2014-05-13,Silver,Entertainment,M,266469,2014-05,"Greater Mumbai, India_Silver_M",High-Value Customers
"Bhubaneswar, India",2014-05-13,Platinum,Food,M,246728,2014-05,"Bhubaneswar, India_Platinum_M",Regular Customers
"Delhi, India",2014-05-13,Silver,Grocery,M,280679,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Chennai, India",2014-05-13,Silver,Entertainment,M,7316,2014-05,"Chennai, India_Silver_M",Regular Customers
"Pune, India",2014-05-13,Gold,Entertainment,F,250911,2014-05,"Pune, India_Gold_F",Regular Customers
"Pune, India",2014-05-13,Gold,Entertainment,F,156277,2014-05,"Pune, India_Gold_F",Regular Customers
"Delhi, India",2014-05-13,Signature,Food,F,184768,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2014-05-13,Platinum,Food,M,191348,2014-05,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Delhi, India",2014-05-13,Platinum,Bills,F,132476,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Srinagar, India",2014-05-13,Silver,Bills,F,153289,2014-05,"Srinagar, India_Silver_F",Regular Customers
"Rajsamand, India",2014-05-13,Signature,Food,F,296606,2014-05,"Rajsamand, India_Signature_F",Regular Customers
"Greater Mumbai, India",2014-05-13,Signature,Bills,M,288383,2014-05,"Greater Mumbai, India_Signature_M",High-Value Customers
"Shahdol, India",2014-05-13,Platinum,Fuel,F,225932,2014-05,"Shahdol, India_Platinum_F",Regular Customers
"Washim, India",2014-05-13,Signature,Entertainment,F,228512,2014-05,"Washim, India_Signature_F",Regular Customers
"Nanded-Waghala, India",2014-05-13,Silver,Fuel,F,50999,2014-05,"Nanded-Waghala, India_Silver_F",Inactive Customers
"Jaipur, India",2014-05-13,Platinum,Travel,F,210668,2014-05,"Jaipur, India_Platinum_F",Regular Customers
"Kottayam, India",2014-05-13,Silver,Fuel,F,92679,2014-05,"Kottayam, India_Silver_F",Inactive Customers
"Pernampattu, India",2014-05-13,Gold,Bills,M,92039,2014-05,"Pernampattu, India_Gold_M",Inactive Customers
"Jaipur, India",2014-05-13,Silver,Entertainment,M,69962,2014-05,"Jaipur, India_Silver_M",Regular Customers
"Habra, India",2014-05-13,Silver,Grocery,M,255684,2014-05,"Habra, India_Silver_M",Regular Customers
"Greater Mumbai, India",2014-05-13,Silver,Fuel,M,114470,2014-05,"Greater Mumbai, India_Silver_M",High-Value Customers
"Surat, India",2014-05-13,Silver,Travel,M,221024,2014-05,"Surat, India_Silver_M",Regular Customers
"Tiruvannamalai, India",2014-05-13,Gold,Grocery,M,237615,2014-05,"Tiruvannamalai, India_Gold_M",Regular Customers
